id,title,estimatedValue,entity_id,procurement_type_id,procurement_type,entity,sector,deadline,financial_year
90638,REPAIR OF UG0130U PAJERO,9192000,689.0,2.0,Non-Consultancy Services,UGANDA PRISONS SERVICE,Public Administration,2024-02-26 00:00:00,2023-2024
89617,Publication of content on Quality Assurance,97400000,479.0,2.0,Non-Consultancy Services,Uganda Tourism Board,Tourism,2024-02-26 00:00:00,2023-2024
91183,Supply and Delivery of Laptop Computers for UCC,316000000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2024-02-26 00:00:00,2023-2024
91227,Provision of Group Life Assurance for FIA Staff for 3 years,110000000,776.0,2.0,Non-Consultancy Services,FINANCIAL INTELLIGENCE AUTHORITY,Accountability,2024-02-26 00:00:00,2023-2024
89487,Supply of mechanical seals for Static Plant,5664000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2024-02-26 00:00:00,2023-2024
89500,"SUPPLY OF 22KW SOFT STARTER FOR OMUGENYA BH, Soroti area",5900000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2024-02-26 00:00:00,2023-2024
89247,"22kw soft starter for Omugenya BH,Soroti Area",5900000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2024-02-26 00:00:00,2023-2024
90023,PROCUREMENT OF MEDICAL EQUIPMENT TO FACILITATE BIOMEDICAL ENGINEERS,114554422,394.0,1.0,Supplies,Ministry of Defence,Security,2024-02-26 00:00:00,2023-2024
89547,Provision of breakfast for Global Symposium for Regulators (GSR-24) sector launch,20000000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2024-02-26 00:00:00,2023-2024
90111,Repairs of Motor Vehicle UBK 778C ;NTSC,8838200,427.0,2.0,Non-Consultancy Services,National Forestry Authority,Water and Environment,2024-02-26 00:00:00,2023-2024
90371,Procurement for Supply & Delivery of Assorted Stationery & Toners for 3rd Quarter FY23-24,120000000,769.0,1.0,Supplies,Directorate of Government Analytical Laboratory,"Justice, Law and Order",2024-02-23 00:00:00,2023-2024
89609,Procurement of  Assorted Agricultural Inputs under USAID - Maize,16290000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2024-02-23 00:00:00,2023-2024
90633,PROCUREMENT OF BUILDING MATERIALS FOR CONSTRUCTION OF A KITCHEN SHADE AT MOROTO PRISON,64166600,689.0,1.0,Supplies,UGANDA PRISONS SERVICE,Public Administration,2024-02-23 00:00:00,2023-2024
90396,MEDICAL SUPPLIES FOR ANTHRAX DISEASE RESPONSE,35000000,689.0,1.0,Supplies,UGANDA PRISONS SERVICE,Public Administration,2024-02-23 00:00:00,2023-2024
90400,Repair of Motor Vehicle UAJ 747X - ACWP,11515620,418.0,2.0,Non-Consultancy Services,National Agricultural Research Organization,Agriculture,2024-02-23 00:00:00,2023-2024
89945,Construction of a Concrete Platform for the new garbage skip,15000000,478.0,3.0,Works,Uganda Revenue Authority,Accountability,2024-02-23 00:00:00,2023-2024
89697,Arrears for repair of Motor Vehicle; UAA 500F-Singo Hills,5959000,427.0,2.0,Non-Consultancy Services,National Forestry Authority,Water and Environment,2024-02-23 00:00:00,2023-2024
90538,Boundary Openning and Valuation Services for Land ta Tororo and Mbale,7139000,477.0,2.0,Non-Consultancy Services,Uganda Railway Cooperation ,Works and Transport,2024-02-23 00:00:00,2023-2024
90079,Supply of heavy duty paper shredders,10500000,664.0,1.0,Supplies,INSPECTORATE OF GOVERNMENT,Accountability,2024-02-23 00:00:00,2023-2024
90599,REQUEST FOR REPAIR OF UG0173U TOYOTA PICKUP,6253000,689.0,2.0,Non-Consultancy Services,UGANDA PRISONS SERVICE,Public Administration,2024-02-23 00:00:00,2023-2024
90611,REQUEST FOR REPAIR OF UG0318U STATION WAGON,13092500,689.0,2.0,Non-Consultancy Services,UGANDA PRISONS SERVICE,Public Administration,2024-02-23 00:00:00,2023-2024
90619,REPAIR OF UG0173U TOYOTA PICKUP,6253000,689.0,4.0,Consultancy Services,UGANDA PRISONS SERVICE,Public Administration,2024-02-23 00:00:00,2023-2024
90384,Venue for staff training and welcoming the new CEO,14000000,647.0,2.0,Non-Consultancy Services,Capital Markets Authority,Public Administration,2024-02-22 00:00:00,2023-2024
89386,SUPPLY AND DELIVERY OF SPARE PART FOR WEB OFFSET MACHINE,139912000,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-22 00:00:00,2023-2024
89950,Branding of URA Luwero Office,17564100,478.0,2.0,Non-Consultancy Services,Uganda Revenue Authority,Accountability,2024-02-22 00:00:00,2023-2024
89268,"supply,delivery,installation & testing of standby generator and an online UPS compolete system kapeeka",118000000,417.0,1.0,Supplies,National Agricultural Advisory Services,Agriculture,2024-02-22 00:00:00,2023-2024
90055,SUPPLY OF TONER INKS-KONICA,900000,674.0,1.0,Supplies,NEW VISION PRINTING & PUBLISHING,Public Administration,2024-02-22 00:00:00,2023-2024
89816,Printing Services for Hotel Questionnaires and Interviewers' Manual for Uganda Population and Housing Census 2024 (Lot 2),24000000,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2024-02-22 00:00:00,2023-2024
89346,SUPPLY AND DELIVERY OF REEL SHAFTS FOR UNEB WEB OFFSET PRINTING MACHINES,169920000,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-21 00:00:00,2023-2024
89613,Stand design and construction for IMEX Frankfurt Expo 2024,100250000,479.0,3.0,Works,Uganda Tourism Board,Tourism,2024-02-21 00:00:00,2023-2024
89362,SUPPLY AND DELIVERY OF SPARE PARTS FOR RONALD WEB OFF-SET MACHINE,199484632,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-21 00:00:00,2023-2024
89389,Supply of Gear Merit Shop Items,15519000,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2024-02-21 00:00:00,2023-2024
90417,Scanner,15000000,26.0,1.0,Supplies,Electricity Regulatory Authority,Energy and Mineral Development,2024-02-21 00:00:00,2023-2024
89167,"Design,supply and installation of micro scale irrigation for Okaba Vincent a farmer",27600000,642.0,3.0,Works,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89168,"Design,supply and installation of micro scale irrigation for a farmer Kerali Christopher",17400000,642.0,3.0,Works,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89170,Supply of boer goats breeding bucks for cross breeding to Production department,6000000,642.0,1.0,Supplies,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89172,Supply of protective gears for extension staff under Production,5000000,642.0,1.0,Supplies,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89174,Supply of (40) KTB bee hives to Production department,5600000,642.0,1.0,Supplies,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89178,Supply of forage chopper for cutting forage for silage,3000000,642.0,1.0,Supplies,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89179,Supply of motorised portable coffee pulpers for farmer (Production),2500000,642.0,1.0,Supplies,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89184,Supply of construction materials for construction of Cidu bridge-Erussi subcounty,9699600,642.0,1.0,Supplies,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89185,Supply of fabric sofs set chairs and floor  carpet to Production department,4300000,642.0,1.0,Supplies,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89186,Supply of 30 litre milk can with mushroom lid,1700000,642.0,1.0,Supplies,Nebbi District Local Government,local government,2024-02-21 00:00:00,2023-2024
89719,Improvement of Katuna OSBP Scanning Channel,33000000,478.0,3.0,Works,Uganda Revenue Authority,Accountability,2024-02-21 00:00:00,2023-2024
89521,Supply of UWEC Staff Uniforms,17000000,482.0,1.0,Supplies,Uganda Wildlife Education Centre,Tourism,2024-02-21 00:00:00,2023-2024
89541,Design and Production of Secondary School Conservation Education Books,26000000,482.0,2.0,Non-Consultancy Services,Uganda Wildlife Education Centre,Tourism,2024-02-21 00:00:00,2023-2024
88543,Supply of Laptops,97850000,467.0,1.0,Supplies,Insurance Regulatory Authority,"Lands, Housing and Urban Development",2024-02-21 00:00:00,2023-2024
89374,Provision of Auto CAD Licenses (Autodesk design suite (m&s) and Archi CAD),87664200,462.0,2.0,Non-Consultancy Services,Uganda Electricity Transmission Company,Energy and Mineral Development,2024-02-20 00:00:00,2023-2024
89912,"Procurement of Chalk for the National Population and Housing Census (NPHC), 2024",190000000,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2024-02-20 00:00:00,2023-2024
90685,Provision of Events Management services for consumer awareness activities in ankole sub region,117700000,458.0,2.0,Non-Consultancy Services,Uganda Communications Commission,ICT and National Guidance,2024-02-20 00:00:00,2023-2024
90025,procurement of deep freezers for Rubongi military hospital,14400000,394.0,1.0,Supplies,Ministry of Defence,Security,2024-02-20 00:00:00,2023-2024
89013,Supply of T-Shirts for ITID Retreat,14160000,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2024-02-20 00:00:00,2023-2024
91323,Scada printer Tonners,40356000,462.0,1.0,Supplies,Uganda Electricity Transmission Company,Energy and Mineral Development,2024-02-20 00:00:00,2023-2024
90049,Supply of Tri caster,20000,674.0,1.0,Supplies,NEW VISION PRINTING & PUBLISHING,Public Administration,2024-02-20 00:00:00,2023-2024
90057,Supply of Tri caster,20000,674.0,1.0,Supplies,NEW VISION PRINTING & PUBLISHING,Public Administration,2024-02-20 00:00:00,2023-2024
89807,SUPPLY OF DRINKING WATER & DISPOSABLE CUPS (FRAMEWORK),53280000,462.0,1.0,Supplies,Uganda Electricity Transmission Company,Energy and Mineral Development,2024-02-20 00:00:00,2023-2024
89332,Procurement of Assorted Tonners,199540000,746.0,1.0,Supplies,National Identification & Registration Authority,"Justice, Law and Order",2024-02-20 00:00:00,2023-2024
89857,Supply of corporate branded notebooks,7360000,481.0,1.0,Supplies,Uganda Wildlife Authority,Tourism,2024-02-19 00:00:00,2023-2024
89358,SUPPLY AND DELIVERY OF HEAVY DUTY PHOTOCOPIER FOR EXECUTIVE DIRECTOR'S OFFICE,35000000,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-19 00:00:00,2023-2024
90390,Supply of staff lunch,144000000,647.0,2.0,Non-Consultancy Services,Capital Markets Authority,Public Administration,2024-02-19 00:00:00,2023-2024
89383,SUPPLY AND DELIVERY OF SAFETY BOOTS FOR WELFARE SANITARY STAFF,7670000,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-19 00:00:00,2023-2024
89384,"SUPPLY, DELIVERY AND INSTALLATION OF PRINTER AND LAPTOP FOR HRO",25842000,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-19 00:00:00,2023-2024
89385,SUPPLY AND DELIVERY OF ASSORTED DRUGS FOR FIRST AID KIT,7500000,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-19 00:00:00,2023-2024
89406,Preventive Maintenance and Repair of ICT Equipment under framework contract,82315760,457.0,2.0,Non-Consultancy Services,Uganda Coffee Development Authority,Agriculture,2024-02-19 00:00:00,2023-2024
90218,Procurement of an external audit firm,48000000,455.0,4.0,Consultancy Services,Uganda Broadcasting Corporation,Public Administration,2024-02-19 00:00:00,2023-2024
89203,Biometric Finger Print Readers,50000000,441.0,1.0,Supplies,Post Bank,Interest Payments,2024-02-19 00:00:00,2023-2024
89229,SUPPLY AND DELIVERY OF PRINTER FOR THE EXECUTIVE DIRECTOR'S OFFICE,10000000,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-19 00:00:00,2023-2024
89232,"SERVICING, SUPPLY AND INSTALLATION OF CONSUMABLES FOR RICOH C7200 DIGITAL PRINTER",26257233,472.0,2.0,Non-Consultancy Services,Uganda National Examinations Board,Education,2024-02-19 00:00:00,2023-2024
90034,PROCUREMENT SUPPLY AND INSTALLATION OF STORAGE CONTAINERS  FOR MSD AND MOD,94400000,394.0,1.0,Supplies,Ministry of Defence,Security,2024-02-19 00:00:00,2023-2024
90294,Supply of Protective Wear,7788000,475.0,1.0,Supplies,Uganda Printing & Publishing Corporation,Public Administration,2024-02-18 21:00:00,2023-2024
90537,"Provision of Leasing of Printing,Photocopying and Scanning Services at Head office,Station building,Goodshed Portbell etc",190000000,477.0,2.0,Non-Consultancy Services,Uganda Railway Cooperation ,Works and Transport,2024-02-16 00:00:00,2023-2024
88858,Supply of Reagents- KCA,5856271,481.0,1.0,Supplies,Uganda Wildlife Authority,Tourism,2024-02-15 00:00:00,2023-2024
89380,emmergency procurement for provision of catering services for commisioning of Gulu- Agago project,21622000,462.0,2.0,Non-Consultancy Services,Uganda Electricity Transmission Company,Energy and Mineral Development,2024-02-15 00:00:00,2023-2024
89390,Construction of a Water Borne Toilet in Walukuba Health Centre IV,35000000,589.0,3.0,Works,Jinja Municipal Council,Municipal,2024-02-15 00:00:00,2023-2024
89392,CONSTRUCTION OF A BOUNDARY WALL AT KYOMYA HEALTH CENTRE,48538120,589.0,3.0,Works,Jinja Municipal Council,Municipal,2024-02-15 00:00:00,2023-2024
89399,Construction of a Water Borne Toilet at Bugembe Health Centre IV,35000000,589.0,3.0,Works,Jinja Municipal Council,Municipal,2024-02-15 00:00:00,2023-2024
89960,Answer Booklets,110000000,386.0,1.0,Supplies,Makerere University Business School,Education,2024-02-15 00:00:00,2023-2024
90235,Annual service and maintenance of standby generators at communications house.,27000000,458.0,2.0,Non-Consultancy Services,Uganda Communications Commission,ICT and National Guidance,2024-02-15 00:00:00,2023-2024
89787,Supply of business cards and Business card's holders for UCC,7000000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2024-02-15 00:00:00,2023-2024
90074,Provision of Staff Transport Servces - Ruping/Gulu,29280000,674.0,2.0,Non-Consultancy Services,NEW VISION PRINTING & PUBLISHING,Public Administration,2024-02-15 00:00:00,2023-2024
91140,Provision of Production for Harvest Money Expo 2024,71040000,674.0,2.0,Non-Consultancy Services,NEW VISION PRINTING & PUBLISHING,Public Administration,2024-02-14 00:00:00,2023-2024
90393,CONSULTANCY TO DEVELOP UGANDA DAIRY INDUSTRY SUSTAINABILITY ROAD MAP,600000000,20.0,4.0,Consultancy Services,Dairy Development Authority,Agriculture,2024-02-14 00:00:00,2023-2024
91426,Supply and Delivery of Health Club Consumables,14000000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2024-02-14 00:00:00,2023-2024
90167,SUPPLY OF MILK COOLERS AND MATCHING GENERATORS,2100000000,20.0,1.0,Supplies,Dairy Development Authority,Agriculture,2024-02-14 00:00:00,2023-2024
91192,Annual Fumigation services for UCC Regional Sites and Remote Sites,25000000,458.0,2.0,Non-Consultancy Services,Uganda Communications Commission,ICT and National Guidance,2024-02-14 00:00:00,2023-2024
89931,Proposed works for repair of major leakages and damages at the health club and cafeteria block of UCC House,35629259,458.0,3.0,Works,Uganda Communications Commission,ICT and National Guidance,2024-02-14 00:00:00,2023-2024
90188,Annual service and maintenance of Air conditioning system at communications House,60000000,458.0,2.0,Non-Consultancy Services,Uganda Communications Commission,ICT and National Guidance,2024-02-14 00:00:00,2023-2024
89948,"Supply of laboratory equipment lots 1,2 and 3",261880000,20.0,1.0,Supplies,Dairy Development Authority,Agriculture,2024-02-14 00:00:00,2023-2024
89206,"Peocurement , Remodel  and Installation of Metallic Containers",199534135,464.0,1.0,Supplies,Uganda Heart Institute,Health,2024-02-14 00:00:00,2023-2024
89998,"Supply of lab itemslots 1, 2 and 3",335770000,20.0,1.0,Supplies,Dairy Development Authority,Agriculture,2024-02-14 00:00:00,2023-2024
89503,Provision of Production for Harvest money Expo 22024,71040000,674.0,2.0,Non-Consultancy Services,NEW VISION PRINTING & PUBLISHING,Public Administration,2024-02-14 00:00:00,2023-2024
89516,SUPPLY AND DELIVERY OF LABORATORY GLASS-WARE FOR DEPT OF FOOD TECHNOLOGY AND NUTRITION- INNOFOOD AFRICA PROJECT,14345000,385.0,1.0,Supplies,Makerere University,Education,2024-02-14 00:00:00,2023-2024
90292,"Furniture and  Fittings, Whiteboards",691690000,386.0,1.0,Supplies,Makerere University Business School,Education,2024-02-14 00:00:00,2023-2024
88503,SUPPLY AND DELIVERY OF ASSORTED STATIONERY UNDER FRAMEWORK CONTRACT,2752206,20.0,1.0,Supplies,Dairy Development Authority,Agriculture,2024-02-14 00:00:00,2023-2024
88504,SUPPLY AND DELIVERY OF CLEANING SUNDRIES UNDER FRAMEWORK CONTRACT,1300000,20.0,1.0,Supplies,Dairy Development Authority,Agriculture,2024-02-14 00:00:00,2023-2024
88505,SUPPLY OF GENERAL STAFF TEA SUNDRIES UNDER FRAMEWORK CONTRACT,88966,20.0,1.0,Supplies,Dairy Development Authority,Agriculture,2024-02-14 00:00:00,2023-2024
88506,"SUPPLY AND DELIVERY OF MOTOR VEHICLE TYRES AND MOTOR CYCLE TYRES , TUBES AND BATTERIES",9641600,20.0,1.0,Supplies,Dairy Development Authority,Agriculture,2024-02-14 00:00:00,2023-2024
89285,SUPPLY AND DELIVERY OF PRINTER AND COMPUTER CONSUMABLES UNDER FRAMEWORK,7715100,20.0,1.0,Supplies,Dairy Development Authority,Agriculture,2024-02-14 00:00:00,2023-2024
89573,"Supply and Installation of a New 36,000BTR/HR Air Conditioning unit for ULTRA Document Center at Communication House",18404000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2024-02-14 00:00:00,2023-2024
90108,Establishment of Hybrid Eucalyptus Clonal mother garden at Mbarara Nursery,23552800,427.0,2.0,Non-Consultancy Services,National Forestry Authority,Water and Environment,2024-02-14 00:00:00,2023-2024
89393,"SUPPLY, DELIVERY AND INSTALLATION OF FIREWALL, REMOTE EDGE DEVICES AND REPLICATION SOFTWARE FOR THE DIRECTORATE OF TECHNOLOGY AND REPROGRAPHICS",199000000,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-13 00:00:00,2023-2024
90698,Repair of motor vehicle Reg no. UG 0837B Mistubishi Pajero Sation Wagon,6962000,25.0,2.0,Non-Consultancy Services,Electoral Commission,Public Administration,2024-02-13 00:00:00,2023-2024
89448,Assorted Furniture for Butalbital Hospital,192399000,14.0,1.0,Supplies,Butabika Hospital,Health,2024-02-13 00:00:00,2023-2024
90740,Hotel Services for Workshop to review and develop Voter Education Materials,88940000,25.0,2.0,Non-Consultancy Services,Electoral Commission,Public Administration,2024-02-13 00:00:00,2023-2024
88956,Provision of team building facilitation services for ITID Retreat,12000000,478.0,2.0,Non-Consultancy Services,Uganda Revenue Authority,Accountability,2024-02-13 00:00:00,2023-2024
91289,SUPPLY OF 02NO. PRINTERS TO PRODUCTION DEPARTMENT,7009986,526.0,1.0,Supplies,Kiboga District Local Government,local government,2024-02-13 00:00:00,2023-2024
89080,"Service, Repair and maintenance of Refrigerators and  Air conditioners",29050000,632.0,2.0,Non-Consultancy Services,Uganda Cancer Institute,Health,2024-02-13 00:00:00,2023-2024
89091,Supply of 4 Liters Capacity buckets under RTB Sweet potato Project,18000000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2024-02-12 00:00:00,2023-2024
89093,Procurement of Printing Services under AU Biofortified Bean Project,61500000,418.0,2.0,Non-Consultancy Services,National Agricultural Research Organization,Agriculture,2024-02-12 00:00:00,2023-2024
90392,SPECIALISED SOAP PRODUCTION MACHINE AND CARPENTRY TOOLS TO INCREASE PRODUCTION INPRISONS INDUSTRIES` WORKSHOP,134500000,689.0,1.0,Supplies,UGANDA PRISONS SERVICE,Public Administration,2024-02-12 00:00:00,2023-2024
89641,Supply of Assorted ICT Equipment under ACWP Project,21000000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2024-02-12 00:00:00,2023-2024
89433,Purchase of double cabin pickup for projects,180000000,460.0,1.0,Supplies,Uganda Electricity Distribution Company,Energy and Mineral Development,2024-02-12 00:00:00,2023-2024
89196,PROCUREMENT OF ICT EQUIPMENTS FOR OCCULAR PROJECT,29570432,385.0,1.0,Supplies,Makerere University,Education,2024-02-12 00:00:00,2023-2024
89197,PROCUREMENT OF FIELD STATIONS LAPTOPS AND PRINTERS FOR OCULAR PROJECT,29474927,385.0,1.0,Supplies,Makerere University,Education,2024-02-12 00:00:00,2023-2024
89728,Supply of 12x1.5 sqmm  and 4x6 sqmm cables for Matugga Kasana Project,160000000,462.0,1.0,Supplies,Uganda Electricity Transmission Company,Energy and Mineral Development,2024-02-12 00:00:00,2023-2024
89220,Procurement of laptops for occular project,34746870,385.0,1.0,Supplies,Makerere University,Education,2024-02-12 00:00:00,2023-2024
89223,PROCUREMENT OF 4 MICROSCOPE FOR OCULAR PROJECT,27200000,385.0,1.0,Supplies,Makerere University,Education,2024-02-12 00:00:00,2023-2024
90520,PROCUREMENT OF SPECIALIZED MACHINERY AND EQUIPMENT TO ENHANCE PRODUCTION IN PRISON INDUSTRIES' TAILORING AND CRAFT WORKSHOPS,164500000,689.0,1.0,Supplies,UGANDA PRISONS SERVICE,Public Administration,2024-02-12 00:00:00,2023-2024
89499,Supply of computer Accessories,15500000,674.0,1.0,Supplies,NEW VISION PRINTING & PUBLISHING,Public Administration,2024-02-12 00:00:00,2023-2024
89371,"Supply of maintenance free battries for Nebbi,Lira,Soroti, Kapchorwa, Moroto and Kotido",17700000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2024-02-09 00:00:00,2023-2024
89889,Supply of assorted stationery,110171880,463.0,1.0,Supplies,Uganda Exports Promotions Board,Trade and Industry,2024-02-09 00:00:00,2023-2024
88354,Supply of Staff Uniforms under Framework Contract,946362685,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2024-02-09 00:00:00,2023-2024
91437,"SUPPLY, DELIVERY, AND INSTALLATION OF A FIRE HYDRANT SYSTEM AT UCC HOUSE",91426000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2024-02-09 00:00:00,2023-2024
88383,Provision of Consultancy Services for URA Client Satisfaction Survey,400000000,478.0,4.0,Consultancy Services,Uganda Revenue Authority,Accountability,2024-02-09 00:00:00,2023-2024
89463,Supply of a motorcycle to Production Department,24000000,528.0,1.0,Supplies,Kisoro District Local Government,local government,2024-02-09 00:00:00,2023-2024
89984,"Supply ,Delivery and Installation of a Fire Hydrant System at Communications House",81760000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2024-02-09 00:00:00,2023-2024
89238,SUPPLY AND DELIVERY OF PRINTING INK FOR RISO COM COLOUR MACHINE,13867800,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-09 00:00:00,2023-2024
89519,construction of Kanyamateke Bridge in Busanza S/C,2200000000,528.0,3.0,Works,Kisoro District Local Government,local government,2024-02-09 00:00:00,2023-2024
90038,PROCUREMENT OF FUMIGATION CHEMICALS FOR MODVA,99548460,394.0,1.0,Supplies,Ministry of Defence,Security,2024-02-09 00:00:00,2023-2024
90600,PAVING AND MAKING PATHWAYS AT LUZIRA WOMEN PRISON,109244400,689.0,1.0,Supplies,UGANDA PRISONS SERVICE,Public Administration,2024-02-09 00:00:00,2023-2024
89327,Supply of Branded Promotional Items for Staff Compliance,20900000,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2024-02-09 00:00:00,2023-2024
90374,Stationery for Quarter 2,7540000,647.0,1.0,Supplies,Capital Markets Authority,Public Administration,2024-02-08 00:00:00,2023-2024
89893,REPAIR AND MAINTENANCE OF CCTV SURVEILLANCE CAMERAS AT UBOS HEAD OFFICE,17538381,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2024-02-08 00:00:00,2023-2024
89907,Revenue Collection from Mafubira- Kyamagwa Market,4500000,589.0,4.0,Consultancy Services,Jinja Municipal Council,Municipal,2024-02-08 00:00:00,2023-2024
89408,Re-Roofing and Repairs at Abattoir,90000000,589.0,3.0,Works,Jinja Municipal Council,Municipal,2024-02-08 00:00:00,2023-2024
88386,Re-roofing and Repairs at Abattoir,90000000,589.0,3.0,Works,Jinja Municipal Council,Municipal,2024-02-08 00:00:00,2023-2024
88388,Revenue Collection From Mafubira/ Kyamagwa Market,2164500,589.0,2.0,Non-Consultancy Services,Jinja Municipal Council,Municipal,2024-02-08 00:00:00,2023-2024
88389,Revenue collection from Namulesa-Wakitaka Market,1266500,589.0,2.0,Non-Consultancy Services,Jinja Municipal Council,Municipal,2024-02-08 00:00:00,2023-2024
91461,Collection of revenue from Namulesa Wakitaka Market,2164500,589.0,2.0,Non-Consultancy Services,Jinja Municipal Council,Municipal,2024-02-08 00:00:00,2023-2024
89989,Economic forum Workshops,27000000,386.0,2.0,Non-Consultancy Services,Makerere University Business School,Education,2024-02-08 00:00:00,2023-2024
89990,Economic forum Workshops,27000000,386.0,2.0,Non-Consultancy Services,Makerere University Business School,Education,2024-02-08 00:00:00,2023-2024
89490,Supply of Safety Wear for Printing SBU,11650000,674.0,1.0,Supplies,NEW VISION PRINTING & PUBLISHING,Public Administration,2024-02-08 00:00:00,2023-2024
89494,Supply of Safety Wear for printing SBU,17865000,674.0,1.0,Supplies,NEW VISION PRINTING & PUBLISHING,Public Administration,2024-02-08 00:00:00,2023-2024
90265,Collection of revenue from Namulesa- Wakitaka Market,1266500,589.0,2.0,Non-Consultancy Services,Jinja Municipal Council,Municipal,2024-02-08 00:00:00,2023-2024
89356,SUPPLY AND DELIVERY OF SPARE PARTS FOR RONALD WEB OFFSET MACHINE,199539853,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2024-02-07 00:00:00,2023-2024
91174,Supply and Delivery of UPS for the Qos System in four regional Offices,14000000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2024-02-07 00:00:00,2023-2024
90987,SUPPLY OF 33KV SURGE ARRESTORS AND DROPOUT FUSES,243461102,460.0,1.0,Supplies,Uganda Electricity Distribution Company,Energy and Mineral Development,2024-02-07 00:00:00,2023-2024
89972,Supply of Hampers for Staff under the TREP Program,10614000,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2024-02-07 00:00:00,2023-2024
91042,Printing of CIS Reports,40500000,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2024-02-07 00:00:00,2023-2024
89014,Supply of Indoor and Outdoor Flags - Retender,11550000,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2024-02-07 00:00:00,2023-2024
90829,PROCUREMENT OF PAINTING TOOLS FOR WARD SUPPORTED UNDER LOW COST INTIATIVE,59387040,689.0,1.0,Supplies,UGANDA PRISONS SERVICE,Public Administration,2024-02-07 00:00:00,2023-2024
89301,Procurement of Network Infrastructure Tools and Diagnostic Equipment,32710000,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2024-02-07 00:00:00,2023-2024
91362,Provision of Radio Spot Messages lot 1,12744000,462.0,2.0,Non-Consultancy Services,Uganda Electricity Transmission Company,Energy and Mineral Development,2024-02-07 00:00:00,2023-2024
89337,Fabrication of Aluminium Glass Partition at NDA Verification Office,10360400,424.0,3.0,Works,National Drug Authority,Health,2024-02-07 00:00:00,2023-2024
89377,NAC security licences (Supply & installation off network performance & services Monitoring tool),60000000,462.0,1.0,Supplies,Uganda Electricity Transmission Company,Energy and Mineral Development,2024-02-06 00:00:00,2023-2024
90660,PROCUREMENT OF PAINTS FOR WARDS SUPPORTED UNDER LOW COST INNITIATIVE,1701796000,689.0,1.0,Supplies,UGANDA PRISONS SERVICE,Public Administration,2024-02-06 00:00:00,2023-2024
89211,supply of smart phones for Ocular Project,19104000,385.0,1.0,Supplies,Makerere University,Education,2024-02-06 00:00:00,2023-2024
89986,"Drugs, Reagents and Testkits",91464353,386.0,1.0,Supplies,Makerere University Business School,Education,2024-02-06 00:00:00,2023-2024
91267,Proposed Works for Renovation and Repair of Staff Quarters at UICT Nakawa,106504499,458.0,3.0,Works,Uganda Communications Commission,ICT and National Guidance,2024-02-06 00:00:00,2023-2024
